content,polarity
"El miedo, la resignación, las manipulaciones del 'discurso único'... Datos y testimonios sobre el #malestar en ",N
 a mí me da bien.,P
Oleeee! RT “: #lasextacolumna es ahora una tendencia en Spain ” #Malestar,P
Operación blanqueo para el dinero negro y cita con la protagonista del #29M para 'The Washington Post'. #portadaEPC,P
Menuda palma q tiene Juan Iranzo!! ,N
"#FF muy especial para Imprescindible. Comentarios políticos inteligentes, como no puede ser de otra manera viniendo de él.",P
"así es , ahí estaremos tocando en vivo con la banda!!!!“: Qué alegría mi que anuncian tu presentación Premios Billboard... :D”",P
Ahi teneis un video guapo! Abrazos y buenas noches amigos! ,P
Bdías. Hoy ha tocado madrugar. Mi Carta de mañana será provocadora. Espero que os guste. ¿Qué os parece el primer Presupuesto de Rajoy?,NEU
"Compartido, pero dedicado a : Ves? Ya vuelve a salir otra vez / #sarainformanos ",P
"Aunque sea tarde, mi reconocimiento a la gran profesionalidad del siempre 7 de España, Raúl; un caballero. Que manera d acabar el partido...",P
"Se puede discrepar,pero sólido.Washington Monthly - We Can Live with a Nuclear Iran ",NEU
“: Un saludo porfa a los que estamos ahora en Los Corrales De Buelna en la marcha solidaria contra el cancer.”ABRAZO,P
Los vuelos en los aeropuertos españoles han descendido un 12% respecto a la SS del año pasado. Se nota la crisis.,N
 Disfruta que te lo mereces mucho! Embarcando... ;),P
Se repite nuestra imagen: España=descontrol=desorden Spain announces 'extraordinary' €27bn budget cuts vía ,N
"Hemos aprobado el informe del Coordinador, para transformar la oposición al hachazo presupuestario en debate público y movilización social.",P
Toca derby! Lo tenemos todo a favor para hacer morder el polvo al #efese #fccartagena en la Nueva Condomina ... 3-0,P
"Así es Valledupar !! , no saben las ganas que tengo de acompañarles, será un honor para mi regresar al Festival !!!!!",P
"Impresionante incendio en las Fraguas do Eume, uno de los lugares más bellos de Galicia. Os lo contaremos a las 21h en .",N
"Entrando en Galicia por Os Ancares: huele a humo, hay mas incendios que el de as #FragasdoEume aunque este nos duele en el corazón.",N
"Consolida la empresa, supera objetivos, bate a la competencia ¿reconocimiento? Ninguneo y miseria para administrar. Cómo no va a irse SG?",NEU
La cúpula de la Oficina Nacional de investigación del Fraude fue cesada. ¿Tendrá algo que ver con la amnistía fiscal de Montoro?,N
"Ghesta, los técnicos d Hacienda, calcula entre un 10 y 20% el sobrecoste d lotería premiada para blanquear dinero ¿Os suena? #amnistíafiscal",N
"K alguien le lave la boca a ese k esta junto al micrófono, no para d insultar al Madrid, pena d hombre",N
Estoy en un sitio en el que no puedo ver el partido. Veo que el Madrid va ganando. Contadme por favor lo esencial. Es clave ganar hoy.,P
Rajoy podría haber hecho lo mismo pero con un gravamen del 70 por ciento y tendría mi apoyo si además lo enviara al fiscal.,NEU
"Traslado de La Sentencia, para mi la talla de Cristo mas bonita de #malaga #Icofrade ",P
"Impresionante cristiano, Impresionante.",P
"Asistimos a una involución democrática, laboral, social y ahora fiscal. El PP está tensando demasiado la cuerda contra demasiadas personas.",N
"En 2 segundos lo q otros tardan 1 mes. RT : Amancio Ortega ha ganado 448 euros cada segundo esta semana """,NEU
Estirando un poco después del partido tan exigente de hoy! Partidazo! Ahora solo pensar en el partido del martes!... ,P
Saluditos a mi Perù bello. Un abrazo se les quiere. RT : saludos desde perú maestro :),P
Gracias a toda la gente que ha venido a Noovo,P
"Vale, lo reconozco, odio madrugar... ",N
Esto le gustará especialmente a mi Buen domingo!,P
"Buenos días hoy viajo a Barcelona, ensayo de #ElNumeroUno. Menudo programón para mañana !",P
#Abril de mis meses preferidos ;-) “: Inaugurando el mes de abril...”,P
"Los presupuestos son como el paraíso eterno. Dicen q ahora sufrir para después llegar. Los defraudadores no transitan, siempre están allí.",N
Buenos días!!! Vuelta a casa!!! Gracias Mallorca!!!,P
3 de cada 4 hectáreas quemadas este año en incendios forestales han ardido en Galicia. ¿Volvemos a los años 80? #sosfragasdoeume,N
"Por cierto, sacad las velas del fondo del armario. Hoy entran en vigor la subida de la luz, un 7%, y del gas, un 5%.",N
"Muy recomendable ""Frívolidad y horóscopos"" vía #periodismo",P
"Ya casi en la camita despues d iun gran cocierto! Son mio motor! Y nos vemos el 28 d abril en"" la arena cd mexico""",P
"Algunos dijeron q Rajoy iba a ser la alegría de la huerta y se equivocaron. Es un registrador de recortes, sufrimiento y amnistías a ricos.",N
Buenos días a todos!!! Ya estamos en Abril!!! Feliz domingo!!!,P
"Gracias por leerlo :) RT : Si queremos,podemos via El Mundo Catalunya. Toda una exposición de sentido común!!",P
"Los sevillanos pendientes dl cielo. La primera hermandad de la SS, La Paz, retrasa la salida media hora antes d tomar decisión definitva",N
Escuchando los sonidos d la calle...delicioso,P
El tiempo no acompaña a la semana grande de mi tierra sevilla...,N
Un abrazo para todas las hermandades que se queden sin hacer estacion de penitencia y para sus nazarenos y costaleros,NEU
"De esto que te pones una opera, te tienes que ir a comer y no puedes quitarla. Y esta tarde, de nuevo, Muti. Y la felicidad. #OperaGroupie",P
Lágrimas y Favores #cofradiasMLG #malaga @ Calle Martinez ,NEU
RT : El frailazo pactado por PSOE-IU en #Parla ,N
"Leire Pajín será la número dos de , vicesecretaria general del PSPV.",P
RT : mmmmmmmmmmmmmm..!! UNOS CHILAQUILES!!! y tuaaaa,P
“: guapísima ahora te vemos!!!!!que ganitas !!!!!;-)”guapaaa q lo disfruteis!!A bailar y a cantar!! Oh yeahhh!!,P
Hallan 3.000 delfines muertos en las playas de Perú en lo que va de año (EFE),N
"GRACIAS,GRACIAS, GRACIAS MADRID!!;)) ha sido INCREIBLE !!;) volveremos en invierno!!;)",P
Decís q es un bug q están intentando arreglar A otros os fallan también las menciones. Habrán llegado los PGE a twitter,N
"Tengo una duda, estaba ya Rubalcaba en el gob de González cuando el PSOE amnistió a los golfos de la época?",N
"Si... Una errata.. RT Se les habrá pasado, hombre",N
Y si los padres de los anarcas tuvieran q pagar los destrozos de sus hijos? #otrogallocantaria.,N
Pilar porqué se dice tonto de capirote y no tonto de capuchón? ,N
"Impresionante acogida d la retransmision de la #ssanta12 en ¡nos están viendo dsd 89 países!USA,R.Unido,Australia,Japón...GRACIAS",P
YA OS LEOOOOOO! se me había estropeado! Os echaba de menos!,NEU
Bueno lo dicho... Buenas noches... Os quiero familia!!!,P
 periodismo de investigación del bueno y unas cuantas decisiones éticas....,P
"RT: Ojalá den con él “: Buscan al autor del incendio de As Fragas do Eume, que se enfrentaría a cárcel ”",N
Hasta mañana...! Buenas noches!,P
" gracias por todo nos a encantado,estuvo genial grease os la recomiendo.",P
"La sequía es clave para los incendios pero tb la falta de política forestal,la limpieza de los montes y los recortes. #sosfragasdoeume",N
"Desde hace 2meses,Gobierno trabaja en modificación C.Penal para equiparar violencia de los antisistema con la callejera ligada al terrorismo",NEU
Buenos dias amigos!direccion mallorca a dar nuestros ultimos retoques a la sorpresita!!!! Dale duro!!!!!,NEU
Bdías. Si formarais parte de la Ejecutiva del PP qué le diríais hoy a Rajoy como balance de sus 100 días?,NEU
“: Hoy se cumplen 20 años de la muerte de Juanito. Un genio. #JuanitoSiemprePresente RT? ”,NEU
La prima de riesgo de España cae en la apertura a 346 puntos básicos (EFE),N
7 muertos en las carreteras durante 1ª fase de operación especial de tráfico de la Semana Santa (desde 15 h vienes a 24 h del domingo) DGT,N
"Rajoy explica hoy al detalle los Presupuestos a los emisarios de Merkel. Mudo para sus ciudadanos, locuaz para sus jefes.",N
"Nuestra niña, jugando con la cámara! ",P
Los invitados esta noche en #ElNumeroUno son y ñodeMorfeo ! Va a ser genial!,P
Mucho Branded Content en el #miptv pero lo único que ha arrancado aplausos ha sido un impresionante SPOT: ,N
"Hoy es el día mundial de la concienciación sobre el autismo. Mas investigación, mas apoyo a integración y mucha fuerza a las falimias",P
Dice que penalizar el vandalismo es acabar con el estado social ... Que pensáis?,N
"Dirigentes regionales del PP defienden las ""medidas difíciles de Rajoy"" y reiteran que la situación no puede revertirse en el corto plazo.",NEU
"Es el momento d sumar,unir y trabajar x salir d la crisis juntos,por la Catalunya d todos,y no de levantar fronteras,enfrentar o dividir.",P
Hace diez años que España entró en el euro pero sigue traduciendo las cifras a billones de pesetas ¿es necesario?,N
"Rajoy: ""No cumplimos en 2011 el compromiso del anterior Gobierno sobre el déficit público""",N
incumplir los acuerdos y los compromisos te hace perder credibilidad. Balance PSOE,N
¡Noticias descombacantes! está disponible! ,P
No vuelvo#Budapest ,N
"Explicaciones : ""Hemos tenido que..."" ""cosas que a nadie le gusta hacer..."" ""no hay más remedio que..."" ""no hay alternativa...""",N
El magnate de Eurovegas Adelson aprecia las políticas de Esperanza Aguirre. Tal para cual: Paraíso fiscal e infierno social y laboral.,N
¿PSPV renovado? Ximo Puig ya estaba con Lerma hace 25 años y Ciprià Ciscar es felipismo. Leire Pajín sí pero es la exministra peor valorada,N
El Ibex da miedo. Mucho miedo,N
Muchas gracias! RT : Me ha gustado su intervención en radio nacional,P
RT : La venta de coches sigue cayendo. Y van 21 meses consecutivos...,N
Os deseo que paséis una feliz semana santa.,P
Comiendo en el mejor 'Japo' de Málaga! ;-) (@ TA-KUMI) ,P
Noticias del Estado Penal: En la última semana se ha decidido que los actos de vandalismo y los incendios en Galicia serán actos terroristas,N
La prevención social del estado del bienestar y la limpieza y protección de los bosques son caras y nos acordaremos de ellas cuando truene.,N
Justo ahora que no estoy en España el amiguete va a poner de moda lo de #Quitateeltop...Espero que dure ya hasta el verano...,P
De camino a plató para prepararnos y esta noche en directo... ! No se lo pierdan!,P
Pero que grandes sois!!!! Llega el veranito y llega #Quitateeltop vamos a por ese tt!!!!,P
"En #Castillo d Bayuela con Pilar y Felipe y homenaje #Jose Fdez Pulido, con dip C-LM y #dipu provinciales ",P
"El PSdeG dice que Feijóo ""ya tiene su Prestige"". Yo creo q quien ansia un Prestige es el PSOE. #LoLlamanCarroña a ese tipo oposicion",N
"Cayo Lara e IU critican presupuestos y políticas del PP.Pero les apoyan en Extremadura y en varios municipios..Será por los ""carguitos""?",NEU
"Amnistía fiscal: donde dije Digo, digo Diego. 20:30",N
Balanzas fiscales. Convivencia Cívica Catalana lo pone en duda. 20:30,NEU
Estamos en tendencias!!!! Arriba #Quitateeltop vamos a por ese tt! Y la semana que viene lo sabreis todos!!!! Vamos a por ello chicos!,P
"Este año han muerto 17 militares #OTAN por ataques de fuerzas ""amigas"". Ls talibán los asumen, pero ISAF dice q son ""problemas personales"".",N
Vamos chicoss #Quitateeltop !!!!,P
Pasa boca! Esas comas! ,N
Una preciosidad de libro... Chema Madoz ,P
Hay una relación directa entre la rebaja de impuestos y la reducción d la economía sumergida. Es solo una idea...,N
:O ;) un besazo RT : voy desde Ecuador a Madrid para el concierto el 2 de junio..!! :) cc. ,P
"En estos 100 días de gobierno,Rajoy ha demostrado tener un gobierno serio que toma decisiones y asume responsabilidades...",P
"Son la bomba !!! Espectacular ClementeClon!!! En me muero de la risa, hahahshahshshaha",P
"RT Increíble,un complejo hotelero en una d las playas más maravillosas del mundo.Me niego! #SalvemEsTrenc ",NEU
"RT: “: Dani Pedrosa, entre los detenidos por una trama de amaño de títulos de patrón de yate. ”",N
"Amigos esto marcha,vamos a cumplir todos nuestros objetivos.Los perros dl camino ladran porqe no soportan nuestro avance.Palante,vamos bien!",P
Me gusta :) RT : Por qué decidí escribir un blog sobre #periodismo y qué leo para hacerlo ,P
;) RT : cuando puedas verlo :D miralo cuando puedas ;),P
"Pues sí: se nos ha puesto cara de imbéciles, como dice el prof. de Economía de la Columbia, Home page ”",N
"Ya estoy en el Hotel, menudo programa, que tensión hasta el último momento! ... (suena a hueco, como se nota que por aquí no queda nadie)",NEU
"Bueno familia, ahora si, aun no me he desmaquillado y me caigo de sueño, Gracias a todos por apoyarnos!",P
Un abrazo a las hermandades de todas las ciudades. Que vivan la Semana Santa con la pasion que le debemos a ... ,P
La ciudad duerme... Pero no apagan la luz. ,N
Deberían subir la luz aquí como en España#preparatecuandollegueelrecibo ,N
"El Gobierno presenta hoy en Congreso Presupuestos Generales q aprobó el viernes, supondrán el ahorro de 27.300 millones, un déficit del 5,3%",P
 Empanado o rebozado?,N
"El dato de paro en marzo es malo, pero no catastrófico. Se temía peor",N
¿A alguien le sorprende que abaratar el despido aumente los despidos?,N
Brasil endurece los criterios de entrada a turistas españoles por reciprocidad. ,N
1 millón de niños como el tuyo o el mío con riesgo d desnutrición.morirán o intentamos evitarlo? Súmate a la campaña de #SahelNOW,N
"Montoro presenta Presupuestos en el #Congreso ""un presupuesto extraordinario para una situación extraordinaria""",P
Montoro lleva hablando 15 minutos pero aun no ha empezado a hablar de los #presupuestos2012 de los recortes y la amnistía fiscal,N
“El Número Uno” confirma su éxito y gana otro ajustado duelo a “Gran Hermano” | Vertele vía ,P
"Aunque también hay que decir que si lo hubiera hecho Salgado, el PP la habría criticado por subir impuestos. Cosas de la política...",N
Gracias RT por si quieres aprender un poco más: QR Vs Bidi ,P
"Ha muerto Antonio Mingote, gran dibujante gran humoristaY mejor persona.",N
Desde el mes de octubre trato de saber que partida presupuestaria tiene la Junta para el Auditorio. Sin éxito. Nadie lo ha averiguado,N
